model,timestamp,song,artist,genres
anthropic/claude-3-haiku,20241121160830,Bohemian Rhapsody,Queen,classic rock; glam rock; rock
anthropic/claude-3-haiku,20241121160830,Bridge Over Troubled Water,Simon & Garfunkel,Unknown
anthropic/claude-3-haiku,20241121160834,Hallelujah,Jeff Buckley,melancholia; permanent wave; singer-songwriter
anthropic/claude-3-haiku,20241121160834,Imagine,John Lennon,classic rock; rock
anthropic/claude-3-haiku,20241121160834,Bohemian Rhapsody,Queen,classic rock; glam rock; rock
anthropic/claude-3-haiku,20241121160834,Stairway to Heaven,Led Zeppelin,album rock; classic rock; hard rock; rock
anthropic/claude-3-haiku,20241121160834,Purple Rain,Prince,Unknown
anthropic/claude-3-haiku,20241121160834,Requiem for a Dream,Clint Mansell,Unknown
anthropic/claude-3-haiku,20241121160834,Sgt. Pepper's Lonely Hearts Club Band,The Beatles,british invasion; classic rock; merseybeat; psychedelic rock; rock
anthropic/claude-3-haiku,20241121160834,Starry Night,Don McLean,Unknown
anthropic/claude-3-haiku,20241121160834,Beethoven's Symphony No. 9,Ludwig van Beethoven,Unknown
anthropic/claude-3-haiku,20241121160834,November Rain,Guns N' Roses,Unknown
anthropic/claude-3-haiku,20241121160840,Hallelujah,Jeff Buckley,melancholia; permanent wave; singer-songwriter
anthropic/claude-3-haiku,20241121160840,Imagine,John Lennon,classic rock; rock
anthropic/claude-3-haiku,20241121160840,Bohemian Rhapsody,Queen,classic rock; glam rock; rock
anthropic/claude-3-haiku,20241121160840,Stairway to Heaven,Led Zeppelin,album rock; classic rock; hard rock; rock
anthropic/claude-3-haiku,20241121160840,Wonderwall,Oasis,beatlesque; britpop; madchester; permanent wave; rock
anthropic/claude-3-haiku,20241121160840,Smells Like Teen Spirit,Nirvana,grunge; permanent wave; rock
anthropic/claude-3-haiku,20241121160840,Billie Jean,Michael Jackson,r&b; soul
anthropic/claude-3-haiku,20241121160840,Losing My Religion,R.E.M.,Unknown
anthropic/claude-3-haiku,20241121160840,Beethoven's 9th Symphony,Ludwig van Beethoven,Unknown
anthropic/claude-3-haiku,20241121160840,Starry Night,Don McLean,Unknown
anthropic/claude-3-haiku,20241121210530,Imagine,John Lennon,classic rock; rock
anthropic/claude-3-haiku,20241121210530,Hallelujah,Jeff Buckley,melancholia; permanent wave; singer-songwriter
anthropic/claude-3-haiku,20241121210530,Bohemian Rhapsody,Queen,classic rock; glam rock; rock
anthropic/claude-3-haiku,20241121210530,Stairway to Heaven,Led Zeppelin,album rock; classic rock; hard rock; rock
anthropic/claude-3-haiku,20241121210530,Smells Like Teen Spirit,Nirvana,grunge; permanent wave; rock
anthropic/claude-3-haiku,20241121210530,Hey Ya!,OutKast,Unknown
anthropic/claude-3-haiku,20241121210530,Billie Jean,Michael Jackson,r&b; soul
anthropic/claude-3-haiku,20241121210530,Purple Rain,Prince,Unknown
anthropic/claude-3-haiku,20241121210530,Redemption Song,Bob Marley,reggae; roots reggae
anthropic/claude-3-haiku,20241121210530,Wonderwall,Oasis,beatlesque; britpop; madchester; permanent wave; rock
anthropic/claude-3-haiku,20241121210533,Imagine,John Lennon,classic rock; rock
anthropic/claude-3-haiku,20241121210533,Redemption Song,Bob Marley,reggae; roots reggae
anthropic/claude-3-haiku,20241121210533,Hallelujah,Leonard Cohen,canadian singer-songwriter; melancholia; permanent wave; singer-songwriter
anthropic/claude-3-haiku,20241121210533,Perfect Day,Lou Reed,Unknown
anthropic/claude-3-haiku,20241121210533,Blowin' in the Wind,Bob Dylan,Unknown
anthropic/claude-3-haiku,20241121210533,Starry Starry Night,Don McLean,Unknown
anthropic/claude-3-haiku,20241121210533,What a Wonderful World,Louis Armstrong,adult standards; dixieland; harlem renaissance; jazz trumpet; lounge; new orleans jazz; soul; swing; vocal jazz
anthropic/claude-3-haiku,20241121210533,Bridge Over Troubled Water,Simon & Garfunkel,Unknown
anthropic/claude-3-haiku,20241121210533,One,U2,Unknown
anthropic/claude-3-haiku,20241121210533,Bittersweet Symphony,The Verve,Unknown
anthropic/claude-3-haiku,20241121210536,Imagine,John Lennon,classic rock; rock
anthropic/claude-3-haiku,20241121210536,Hallelujah,Jeff Buckley,melancholia; permanent wave; singer-songwriter
anthropic/claude-3-haiku,20241121210536,Bohemian Rhapsody,Queen,classic rock; glam rock; rock
anthropic/claude-3-haiku,20241121210536,Stairway to Heaven,Led Zeppelin,album rock; classic rock; hard rock; rock
anthropic/claude-3-haiku,20241121210536,Waterloo Sunset,The Kinks,Unknown
anthropic/claude-3-haiku,20241121210536,Heroes,David Bowie,art rock; classic rock; glam rock; permanent wave; rock
anthropic/claude-3-haiku,20241121210536,Lose Yourself,Eminem,Unknown
anthropic/claude-3-haiku,20241121210536,Blackbird,The Beatles,british invasion; classic rock; merseybeat; psychedelic rock; rock
anthropic/claude-3-haiku,20241121210536,Bridge Over Troubled Water,Simon & Garfunkel,Unknown
anthropic/claude-3-haiku,20241121210536,Graceland,Paul Simon,Unknown
anthropic/claude-3-haiku,20241121210538,Imagine,John Lennon,classic rock; rock
anthropic/claude-3-haiku,20241121210538,Unravel,TK,Unknown
anthropic/claude-3-haiku,20241121210538,Falling,Harry Styles,pop
anthropic/claude-3-haiku,20241121210538,Comfortably Numb,Pink Floyd,Unknown
anthropic/claude-3-haiku,20241121210538,Hallelujah,Jeff Buckley,melancholia; permanent wave; singer-songwriter
anthropic/claude-3-haiku,20241121210538,Wonderwall,Oasis,beatlesque; britpop; madchester; permanent wave; rock
anthropic/claude-3-haiku,20241121210538,Bohemian Rhapsody,Queen,classic rock; glam rock; rock
anthropic/claude-3-haiku,20241121210538,Lose Yourself,Eminem,Unknown
anthropic/claude-3-haiku,20241121210538,Shallow,"Lady Gaga, Bradley Cooper",Unknown
anthropic/claude-3-haiku,20241121210538,Smells Like Teen Spirit,Nirvana,grunge; permanent wave; rock
anthropic/claude-3-haiku,20241121210542,Imagine,John Lennon,classic rock; rock
anthropic/claude-3-haiku,20241121210542,Hallelujah,Jeff Buckley,melancholia; permanent wave; singer-songwriter
anthropic/claude-3-haiku,20241121210542,Bohemian Rhapsody,Queen,classic rock; glam rock; rock
anthropic/claude-3-haiku,20241121210542,Watermelon Sugar,Harry Styles,pop
anthropic/claude-3-haiku,20241121210542,Don't Stop Believin',Journey,album rock; classic rock; hard rock; mellow gold; rock; soft rock
anthropic/claude-3-haiku,20241121210542,Billie Jean,Michael Jackson,r&b; soul
anthropic/claude-3-haiku,20241121210542,Wonderwall,Oasis,beatlesque; britpop; madchester; permanent wave; rock
anthropic/claude-3-haiku,20241121210542,Africa,Toto,Unknown
anthropic/claude-3-haiku,20241121210542,Sweet Caroline,Neil Diamond,Unknown
anthropic/claude-3-haiku,20241121210542,Sweet Dreams (Are Made of This),Eurythmics,Unknown
anthropic/claude-3-haiku,20241121210544,Imagine,John Lennon,classic rock; rock
anthropic/claude-3-haiku,20241121210544,Hallelujah,Leonard Cohen,canadian singer-songwriter; melancholia; permanent wave; singer-songwriter
anthropic/claude-3-haiku,20241121210544,Redemption Song,Bob Marley,reggae; roots reggae
anthropic/claude-3-haiku,20241121210544,Gravity,Sara Bareilles,Unknown
anthropic/claude-3-haiku,20241121210544,Waterloo Sunset,The Kinks,Unknown
anthropic/claude-3-haiku,20241121210544,Don't Stop Believin',Journey,album rock; classic rock; hard rock; mellow gold; rock; soft rock
anthropic/claude-3-haiku,20241121210544,Strawberry Fields Forever,The Beatles,british invasion; classic rock; merseybeat; psychedelic rock; rock
anthropic/claude-3-haiku,20241121210544,Thankful,India.Arie,Unknown
anthropic/claude-3-haiku,20241121210544,One,U2,Unknown
anthropic/claude-3-haiku,20241121210544,Tears in Heaven,Eric Clapton,album rock; blues rock; classic rock; electric blues; mellow gold; rock; singer-songwriter; soft rock
anthropic/claude-3-haiku,20241121210546,The Sound of Silence,Simon & Garfunkel,Unknown
anthropic/claude-3-haiku,20241121210546,Imagine,John Lennon,classic rock; rock
anthropic/claude-3-haiku,20241121210546,Hallelujah,Leonard Cohen,canadian singer-songwriter; melancholia; permanent wave; singer-songwriter
anthropic/claude-3-haiku,20241121210546,Comfortably Numb,Pink Floyd,Unknown
anthropic/claude-3-haiku,20241121210546,Starry Night,Don McLean,Unknown
anthropic/claude-3-haiku,20241121210546,Bohemian Rhapsody,Queen,classic rock; glam rock; rock
anthropic/claude-3-haiku,20241121210546,Waterloo Sunset,The Kinks,Unknown
anthropic/claude-3-haiku,20241121210546,Hurt,Johnny Cash,arkansas country; outlaw country; rock
anthropic/claude-3-haiku,20241121210546,November Rain,Guns N' Roses,Unknown
anthropic/claude-3-haiku,20241121210546,Stairway to Heaven,Led Zeppelin,album rock; classic rock; hard rock; rock
anthropic/claude-3-haiku,20241121210549,Imagine,John Lennon,classic rock; rock
anthropic/claude-3-haiku,20241121210549,Hallelujah,Leonard Cohen,canadian singer-songwriter; melancholia; permanent wave; singer-songwriter
anthropic/claude-3-haiku,20241121210549,Bohemian Rhapsody,Queen,classic rock; glam rock; rock
anthropic/claude-3-haiku,20241121210549,Starry Night,Don McLean,Unknown
anthropic/claude-3-haiku,20241121210549,Watermelon Sugar,Harry Styles,pop
anthropic/claude-3-haiku,20241121210549,Believer,Imagine Dragons,Unknown
anthropic/claude-3-haiku,20241121210549,Roar,Katy Perry,Unknown
anthropic/claude-3-haiku,20241121210549,Brave,Sara Bareilles,Unknown
anthropic/claude-3-haiku,20241121210549,Happier,Marshmello,Unknown
anthropic/claude-3-haiku,20241121210549,Viva la Vida,Coldplay,permanent wave; pop
anthropic/claude-3-haiku,20241121210551,Imagine,John Lennon,classic rock; rock
anthropic/claude-3-haiku,20241121210551,Viva la Vida,Coldplay,permanent wave; pop
anthropic/claude-3-haiku,20241121210551,Hallelujah,Jeff Buckley,melancholia; permanent wave; singer-songwriter
anthropic/claude-3-haiku,20241121210551,Lose Yourself,Eminem,Unknown
anthropic/claude-3-haiku,20241121210551,Bohemian Rhapsody,Queen,classic rock; glam rock; rock
anthropic/claude-3-haiku,20241121210551,Stairway to Heaven,Led Zeppelin,album rock; classic rock; hard rock; rock
anthropic/claude-3-haiku,20241121210551,Redemption Song,Bob Marley,reggae; roots reggae
anthropic/claude-3-haiku,20241121210551,Bittersweet Symphony,The Verve,Unknown
anthropic/claude-3-haiku,20241121210551,Smells Like Teen Spirit,Nirvana,grunge; permanent wave; rock
anthropic/claude-3-haiku,20241121210551,Hey Ya!,OutKast,Unknown
anthropic/claude-3-haiku,20241121210553,Imagine,John Lennon,classic rock; rock
anthropic/claude-3-haiku,20241121210553,Hallelujah,Jeff Buckley,melancholia; permanent wave; singer-songwriter
anthropic/claude-3-haiku,20241121210553,Stairway to Heaven,Led Zeppelin,album rock; classic rock; hard rock; rock
anthropic/claude-3-haiku,20241121210553,Bohemian Rhapsody,Queen,classic rock; glam rock; rock
anthropic/claude-3-haiku,20241121210553,Nothing Else Matters,Metallica,Unknown
anthropic/claude-3-haiku,20241121210553,Wonderwall,Oasis,beatlesque; britpop; madchester; permanent wave; rock
anthropic/claude-3-haiku,20241121210553,Smells Like Teen Spirit,Nirvana,grunge; permanent wave; rock
anthropic/claude-3-haiku,20241121210553,Hotel California,The Eagles,country rock
anthropic/claude-3-haiku,20241121210553,Billie Jean,Michael Jackson,r&b; soul
anthropic/claude-3-haiku,20241121210553,Sweet Caroline,Neil Diamond,Unknown
anthropic/claude-3-haiku,20241121213027,Hallelujah,Leonard Cohen,canadian singer-songwriter; melancholia; permanent wave; singer-songwriter
anthropic/claude-3-haiku,20241121213027,Imagine,John Lennon,classic rock; rock
anthropic/claude-3-haiku,20241121213027,Beethoven's Symphony No. 9,Ludwig van Beethoven,Unknown
anthropic/claude-3-haiku,20241121213027,Unravel,TK,Unknown
anthropic/claude-3-haiku,20241121213027,Mad World,Gary Jules,neo mellow
anthropic/claude-3-haiku,20241121213027,Hurt,Johnny Cash,arkansas country; outlaw country; rock
anthropic/claude-3-haiku,20241121213027,Supermassive Black Hole,Muse,alternative rock; modern rock; permanent wave; rock
anthropic/claude-3-haiku,20241121213027,Bohemian Rhapsody,Queen,classic rock; glam rock; rock
anthropic/claude-3-haiku,20241121213027,Fly Me to the Moon,Frank Sinatra,Unknown
anthropic/claude-3-haiku,20241121213027,The Sound of Silence,Simon & Garfunkel,Unknown
anthropic/claude-3-haiku,20241121213029,Hallelujah,Jeff Buckley,melancholia; permanent wave; singer-songwriter
anthropic/claude-3-haiku,20241121213029,Imagine,John Lennon,classic rock; rock
anthropic/claude-3-haiku,20241121213029,Bohemian Rhapsody,Queen,classic rock; glam rock; rock
anthropic/claude-3-haiku,20241121213029,Stairway to Heaven,Led Zeppelin,album rock; classic rock; hard rock; rock
anthropic/claude-3-haiku,20241121213029,Smells Like Teen Spirit,Nirvana,grunge; permanent wave; rock
anthropic/claude-3-haiku,20241121213029,Wonderwall,Oasis,beatlesque; britpop; madchester; permanent wave; rock
anthropic/claude-3-haiku,20241121213029,Billie Jean,Michael Jackson,r&b; soul
anthropic/claude-3-haiku,20241121213029,Cocaine,Eric Clapton,album rock; blues rock; classic rock; electric blues; mellow gold; rock; singer-songwriter; soft rock
anthropic/claude-3-haiku,20241121213029,Redemption Song,Bob Marley,reggae; roots reggae
anthropic/claude-3-haiku,20241121213029,Hey Jude,The Beatles,british invasion; classic rock; merseybeat; psychedelic rock; rock
anthropic/claude-3-haiku,20241121213032,Lemonade,Beyoncé,Unknown
anthropic/claude-3-haiku,20241121213032,Everlong,Foo Fighters,alternative metal; alternative rock; modern rock; permanent wave; post-grunge; rock
anthropic/claude-3-haiku,20241121213032,Starlight,Muse,alternative rock; modern rock; permanent wave; rock
anthropic/claude-3-haiku,20241121213032,Sunday Candy,Donnie Trumpet & The Social Experiment,Unknown
anthropic/claude-3-haiku,20241121213032,Lift Yourself,Kanye West,Unknown
anthropic/claude-3-haiku,20241121213032,Hallelujah,Jeff Buckley,melancholia; permanent wave; singer-songwriter
anthropic/claude-3-haiku,20241121213032,Can't Stop the Feeling!,Justin Timberlake,dance pop; pop
anthropic/claude-3-haiku,20241121213032,Bittersweet Symphony,The Verve,Unknown
anthropic/claude-3-haiku,20241121213032,Bohemian Rhapsody,Queen,classic rock; glam rock; rock
anthropic/claude-3-haiku,20241121213032,No Diggity,"Blackstreet ft. Dr. Dre, Queen Pen",Unknown
anthropic/claude-3-haiku,20241121213034,Smells Like Teen Spirit,Nirvana,grunge; permanent wave; rock
anthropic/claude-3-haiku,20241121213034,Creep,Radiohead,alternative rock; art rock; melancholia; oxford indie; permanent wave; rock
anthropic/claude-3-haiku,20241121213034,Redemption Song,Bob Marley,reggae; roots reggae
anthropic/claude-3-haiku,20241121213034,Hallelujah,Jeff Buckley,melancholia; permanent wave; singer-songwriter
anthropic/claude-3-haiku,20241121213034,No Surprises,Radiohead,alternative rock; art rock; melancholia; oxford indie; permanent wave; rock
anthropic/claude-3-haiku,20241121213034,Imagine,John Lennon,classic rock; rock
anthropic/claude-3-haiku,20241121213034,Purple Haze,Jimi Hendrix,Unknown
anthropic/claude-3-haiku,20241121213034,Hurt,Johnny Cash,arkansas country; outlaw country; rock
anthropic/claude-3-haiku,20241121213034,Bohemian Rhapsody,Queen,classic rock; glam rock; rock
anthropic/claude-3-haiku,20241121213034,Blackbird,The Beatles,british invasion; classic rock; merseybeat; psychedelic rock; rock
anthropic/claude-3-haiku,20241121213037,Bohemian Rhapsody,Queen,classic rock; glam rock; rock
anthropic/claude-3-haiku,20241121213037,Hallelujah,Jeff Buckley,melancholia; permanent wave; singer-songwriter
anthropic/claude-3-haiku,20241121213037,Stairway to Heaven,Led Zeppelin,album rock; classic rock; hard rock; rock
anthropic/claude-3-haiku,20241121213037,Imagine,John Lennon,classic rock; rock
anthropic/claude-3-haiku,20241121213037,Smells Like Teen Spirit,Nirvana,grunge; permanent wave; rock
anthropic/claude-3-haiku,20241121213037,Hotel California,The Eagles,country rock
anthropic/claude-3-haiku,20241121213037,Wonderwall,Oasis,beatlesque; britpop; madchester; permanent wave; rock
anthropic/claude-3-haiku,20241121213037,Sweet Caroline,Neil Diamond,Unknown
anthropic/claude-3-haiku,20241121213037,Billie Jean,Michael Jackson,r&b; soul
anthropic/claude-3-haiku,20241121213037,Hey Jude,The Beatles,british invasion; classic rock; merseybeat; psychedelic rock; rock
anthropic/claude-3-haiku,20241121213039,Hallelujah,Jeff Buckley,melancholia; permanent wave; singer-songwriter
anthropic/claude-3-haiku,20241121213039,Imagine,John Lennon,classic rock; rock
anthropic/claude-3-haiku,20241121213039,Bohemian Rhapsody,Queen,classic rock; glam rock; rock
anthropic/claude-3-haiku,20241121213039,Stairway to Heaven,Led Zeppelin,album rock; classic rock; hard rock; rock
anthropic/claude-3-haiku,20241121213039,Smells Like Teen Spirit,Nirvana,grunge; permanent wave; rock
anthropic/claude-3-haiku,20241121213039,Viva la Vida,Coldplay,permanent wave; pop
anthropic/claude-3-haiku,20241121213039,Hotel California,The Eagles,country rock
anthropic/claude-3-haiku,20241121213039,Sweet Caroline,Neil Diamond,Unknown
anthropic/claude-3-haiku,20241121213039,Bittersweet Symphony,The Verve,Unknown
anthropic/claude-3-haiku,20241121213039,Let It Be,The Beatles,british invasion; classic rock; merseybeat; psychedelic rock; rock
anthropic/claude-3-haiku,20241121213042,Breathe,Anna Nalick,Unknown
anthropic/claude-3-haiku,20241121213042,Hallelujah,Jeff Buckley,melancholia; permanent wave; singer-songwriter
anthropic/claude-3-haiku,20241121213042,Imagine,John Lennon,classic rock; rock
anthropic/claude-3-haiku,20241121213042,Fix You,Coldplay,permanent wave; pop
anthropic/claude-3-haiku,20241121213042,The Sound of Silence,Simon & Garfunkel,Unknown
anthropic/claude-3-haiku,20241121213042,Fake Plastic Trees,Radiohead,alternative rock; art rock; melancholia; oxford indie; permanent wave; rock
anthropic/claude-3-haiku,20241121213042,Unravel,Björk,Unknown
anthropic/claude-3-haiku,20241121213042,The Scientist,Coldplay,permanent wave; pop
anthropic/claude-3-haiku,20241121213042,Creep,Radiohead,alternative rock; art rock; melancholia; oxford indie; permanent wave; rock
anthropic/claude-3-haiku,20241121213042,Hurt,Johnny Cash,arkansas country; outlaw country; rock
anthropic/claude-3-haiku,20241121213045,Bohemian Rhapsody,Queen,classic rock; glam rock; rock
anthropic/claude-3-haiku,20241121213045,Imagine,John Lennon,classic rock; rock
anthropic/claude-3-haiku,20241121213045,Stairway to Heaven,Led Zeppelin,album rock; classic rock; hard rock; rock
anthropic/claude-3-haiku,20241121213045,Hallelujah,Leonard Cohen,canadian singer-songwriter; melancholia; permanent wave; singer-songwriter
anthropic/claude-3-haiku,20241121213045,Lose Yourself,Eminem,Unknown
anthropic/claude-3-haiku,20241121213045,Redemption Song,Bob Marley,reggae; roots reggae
anthropic/claude-3-haiku,20241121213045,Hotel California,The Eagles,country rock
anthropic/claude-3-haiku,20241121213045,Smells Like Teen Spirit,Nirvana,grunge; permanent wave; rock
anthropic/claude-3-haiku,20241121213045,Billie Jean,Michael Jackson,r&b; soul
anthropic/claude-3-haiku,20241121213045,Hey Jude,The Beatles,british invasion; classic rock; merseybeat; psychedelic rock; rock
anthropic/claude-3-haiku,20241121213048,Imagine,John Lennon,classic rock; rock
anthropic/claude-3-haiku,20241121213048,Hallelujah,Jeff Buckley,melancholia; permanent wave; singer-songwriter
anthropic/claude-3-haiku,20241121213048,Bohemian Rhapsody,Queen,classic rock; glam rock; rock
anthropic/claude-3-haiku,20241121213048,Stairway to Heaven,Led Zeppelin,album rock; classic rock; hard rock; rock
anthropic/claude-3-haiku,20241121213048,Wonderwall,Oasis,beatlesque; britpop; madchester; permanent wave; rock
anthropic/claude-3-haiku,20241121213048,Smells Like Teen Spirit,Nirvana,grunge; permanent wave; rock
anthropic/claude-3-haiku,20241121213048,Billie Jean,Michael Jackson,r&b; soul
anthropic/claude-3-haiku,20241121213048,Radioactive,Imagine Dragons,Unknown
anthropic/claude-3-haiku,20241121213048,Someone Like You,Adele,Unknown
anthropic/claude-3-haiku,20241121213048,Lose Yourself,Eminem,Unknown
anthropic/claude-3-haiku,20241121213051,Hallelujah,Jeff Buckley,melancholia; permanent wave; singer-songwriter
